tributary,init_date,predict_date,lead_days,log_daily_q,mean_prior_weekly_q,mean_prior_monthly_q,lag_daily_q,delta_daily_q,season,water_year
Lewis Creek,2024-06-29,2024-06-29,0,-2.197905351812961,-1.7836417534154327,-2.0686608703142926,-2.0075117437239918,-0.1903936080889692,Summer,2024
Lewis Creek,2024-06-29,2024-06-30,1,-2.134008577963255,-1.784237835193361,-2.049835487820012,-2.197905351812961,0.06389677384970582,Summer,2024
Lewis Creek,2024-06-29,2024-07-01,2,-2.1362734289222876,-1.8774511615948506,-2.0474661314016642,-2.134008577963255,-0.002264850959032394,Summer,2024
Lewis Creek,2024-06-29,2024-07-02,3,-2.127142521676407,-1.9810444155325404,-2.0542685250805484,-2.1362734289222876,0.009130907245880504,Summer,2024
Lewis Creek,2024-06-29,2024-07-03,4,-2.161276768288811,-2.045953353611575,-2.0553364585117992,-2.127142521676407,-0.03413424661240416,Summer,2024
Lewis Creek,2024-06-29,2024-07-04,5,-2.1605994291361417,-2.096495959221316,-2.055061238904654,-2.161276768288811,6.773391526695427e-4,Summer,2024
Lewis Creek,2024-06-29,2024-07-05,6,-2.165186587219367,-2.1321025459319793,-2.0529811272075937,-2.1605994291361417,-0.004587158083225518,Summer,2024
Lewis Creek,2024-06-29,2024-07-06,7,-2.1730684936303204,-2.1546275235741756,-2.0478544244982357,-2.165186587219367,-0.00788190641095321,Summer,2024
Lewis Creek,2024-06-29,2024-07-07,8,-2.1853048759267795,-2.1510794009766556,-2.0447309376686666,-2.1730684936303204,-0.01223638229645907,Summer,2024
Lewis Creek,2024-06-30,2024-06-30,0,-2.1154019739850525,-1.7608167896349054,-2.044546864629393,-2.0339580329037728,-0.08144394108127972,Summer,2024
Lewis Creek,2024-06-30,2024-07-01,1,-2.1276886387411924,-1.8513720297537948,-2.0415772951794904,-2.1154019739850525,-0.012286664756139931,Summer,2024
Lewis Creek,2024-06-30,2024-07-02,2,-2.121738755499618,-1.9537388850941853,-2.0481027601428554,-2.1276886387411924,0.005949883241574305,Summer,2024
Lewis Creek,2024-06-30,2024-07-03,3,-2.1535396874880117,-2.0178758565765356,-2.0489963785361454,-2.121738755499618,-0.03180093198839362,Summer,2024
Lewis Creek,2024-06-30,2024-07-04,4,-2.0697928389881826,-2.0673131649290197,-2.0484715756773615,-2.1535396874880117,0.08374684849982916,Summer,2024
Lewis Creek,2024-06-30,2024-07-05,5,-1.9792277970458922,-2.089947381618546,-2.0434622191368184,-2.0697928389881826,0.09056504194229031,Summer,2024
Lewis Creek,2024-06-30,2024-07-06,6,-1.926842015189618,-2.085906817807389,-2.0323368457767033,-1.9792277970458922,0.052385781856274294,Summer,2024
Lewis Creek,2024-06-30,2024-07-07,7,-2.043403470887324,-2.0706045295625097,-2.0112769217136712,-1.926842015189618,-0.11656145569770593,Summer,2024
Lewis Creek,2024-06-30,2024-07-08,8,-2.0914003730584483,-2.060319029119977,-2.028483731558231,-2.043403470887324,-0.0479969021711244,Summer,2024
Lewis Creek,2024-07-01,2024-07-01,0,-2.04117266333058,-1.7970185851662173,-2.029303936724231,-1.7349278618720099,-0.3062448014585699,Summer,2024
Lewis Creek,2024-07-01,2024-07-02,1,-2.1578571947824376,-1.8870260154479488,-2.033038563771125,-2.04117266333058,-0.11668453145185786,Summer,2024
Lewis Creek,2024-07-01,2024-07-03,2,-2.185189338273619,-1.956322763970702,-2.0350972931090214,-2.1578571947824376,-0.027332143491181515,Summer,2024
Lewis Creek,2024-07-01,2024-07-04,3,-2.2041501635531584,-2.0102814510068443,-2.035593446727193,-2.185189338273619,-0.01896082527953924,Summer,2024
Lewis Creek,2024-07-01,2024-07-05,4,-2.2036677212885905,-2.0521095712056527,-2.0349181974306814,-2.2041501635531584,4.824422645679505e-4,Summer,2024
Lewis Creek,2024-07-01,2024-07-06,5,-2.218055248500438,-2.080131853714881,-2.0310328216267823,-2.2036677212885905,-0.014387527211847662,Summer,2024
Lewis Creek,2024-07-01,2024-07-07,6,-2.209004293464083,-2.1064314559429764,-2.019366872831841,-2.218055248500438,0.009050955036355113,Summer,2024
Lewis Creek,2024-07-01,2024-07-08,7,-2.2304157511657663,-2.1741566604561293,-2.0388507300952754,-2.209004293464083,-0.02141145770168329,Summer,2024
Lewis Creek,2024-07-01,2024-07-09,8,-2.2471968637042212,-2.2011913872897275,-2.0545957421685626,-2.2304157511657663,-0.016781112538454934,Summer,2024
Lewis Creek,2024-07-02,2024-07-02,0,-2.1184511128536396,-1.8716401176816626,-2.0295643287916407,-1.933471378966577,-0.18497973388706268,Summer,2024
Lewis Creek,2024-07-02,2024-07-03,1,-2.1915665529696366,-1.9353074259288732,-2.0303518941963508,-2.1184511128536396,-0.07311544011599702,Summer,2024
Lewis Creek,2024-07-02,2024-07-04,2,-2.212705445574629,-1.9901771436358753,-2.0310537644176194,-2.1915665529696366,-0.021138892604992243,Summer,2024
Lewis Creek,2024-07-02,2024-07-05,3,-2.2135678501510374,-2.033227446980608,-2.03065449196051,-2.212705445574629,-8.624045764085153e-4,Summer,2024
Lewis Creek,2024-07-02,2024-07-06,4,-2.2313140882294693,-2.0626640336130433,-2.0270884751521736,-2.2135678501510374,-0.017746238078431897,Summer,2024
Lewis Creek,2024-07-02,2024-07-07,5,-2.216239831010035,-2.0908577558024284,-2.0158502308646207,-2.2313140882294693,0.01507425721943445,Summer,2024
Lewis Creek,2024-07-02,2024-07-08,6,-2.246318290659593,-2.159616608536432,-2.035567492565021,-2.216239831010035,-0.03007845964955802,Summer,2024
Lewis Creek,2024-07-02,2024-07-09,7,-2.2625767672629435,-2.204309024492577,-2.0519996948231047,-2.246318290659593,-0.01625847660335067,Summer,2024
Lewis Creek,2024-07-02,2024-07-10,8,-2.265485649416531,-2.2248984036939063,-2.0633231052676053,-2.2625767672629435,-0.002908882153587644,Summer,2024
Lewis Creek,2024-07-03,2024-07-03,0,-2.166659726123354,-1.9269567095788434,-2.0284662485689244,-2.05999609840343,-0.10666362771992421,Summer,2024
Lewis Creek,2024-07-03,2024-07-04,1,-2.2150007588944862,-1.9782683091649478,-2.0283646727628937,-2.166659726123354,-0.04834103277113222,Summer,2024
Lewis Creek,2024-07-03,2024-07-05,2,-2.210912208083608,-2.0216465144125175,-2.028039442670941,-2.2150007588944862,0.004088550810878111,Summer,2024
Lewis Creek,2024-07-03,2024-07-06,3,-2.231879709822674,-2.0507037236067482,-2.024387759989462,-2.210912208083608,-0.02096750173906603,Summer,2024
Lewis Creek,2024-07-03,2024-07-07,4,-2.1882033522204285,-2.078978248880877,-2.013167761559754,-2.231879709822674,0.04367635760224564,Summer,2024
Lewis Creek,2024-07-03,2024-07-08,5,-2.228828958318055,-2.1437318903592226,-2.0319806207185542,-2.1882033522204285,-0.040625606097626665,Summer,2024
Lewis Creek,2024-07-03,2024-07-09,6,-2.2450965710325086,-2.1859258302665765,-2.0478486509656206,-2.228828958318055,-0.016267612714453428,Summer,2024
Lewis Creek,2024-07-03,2024-07-10,7,-2.1918245380886545,-2.2123687549278737,-2.0611236012998915,-2.2450965710325086,0.053272032943854075,Summer,2024
Lewis Creek,2024-07-03,2024-07-11,8,-2.1971116666451227,-2.215963728065774,-2.0681632297301378,-2.1918245380886545,-0.005287128556468179,Summer,2024
Lewis Creek,2024-07-04,2024-07-04,0,-2.2060241788413997,-1.9746456394445988,-2.027546650567976,-2.1413010380809103,-0.06472314076048935,Summer,2024
Lewis Creek,2024-07-04,2024-07-05,1,-2.2132966241337098,-2.0167414761131557,-2.026931853377537,-2.2060241788413997,-0.007272445292310081,Summer,2024
Lewis Creek,2024-07-04,2024-07-06,2,-2.228522505654343,-2.046139316171687,-2.023357087342835,-2.2132966241337098,-0.015225881520633422,Summer,2024
Lewis Creek,2024-07-04,2024-07-07,3,-2.231493978842611,-2.07393424085034,-2.0120287920044717,-2.228522505654343,-0.002971473188267737,Summer,2024
Lewis Creek,2024-07-04,2024-07-08,4,-2.24568044294897,-2.1448722575604258,-2.032238122989794,-2.231493978842611,-0.014186464106359153,Summer,2024
Lewis Creek,2024-07-04,2024-07-09,5,-2.2665710730834703,-2.1894735524150533,-2.0486497495152767,-2.24568044294897,-0.02089063013450021,Summer,2024
Lewis Creek,2024-07-04,2024-07-10,6,-2.2489058456710396,-2.2189842630836307,-2.0626174257221592,-2.2665710730834703,0.017665227412430706,Summer,2024
Lewis Creek,2024-07-04,2024-07-11,7,-2.270968249502325,-2.234356378453649,-2.075957853242372,-2.2489058456710396,-0.022062403831285327,Summer,2024
Lewis Creek,2024-07-04,2024-07-12,8,-2.2790372787405886,-2.243634102833781,-2.082521328021625,-2.270968249502325,-0.008069029238263692,Summer,2024
Lewis Creek,2024-07-05,2024-07-05,0,-2.221131373265294,-2.0167961211267738,-2.0269441925741605,-2.2064066939367253,-0.01472467932856869,Summer,2024
Lewis Creek,2024-07-05,2024-07-06,1,-2.2346930259647984,-2.0473132110612458,-2.0236221603824127,-2.221131373265294,-0.013561652699504378,Summer,2024
Lewis Creek,2024-07-05,2024-07-07,2,-2.238646860248237,-2.075989638641392,-2.012492914086322,-2.2346930259647984,-0.003953834283438429,Summer,2024
Lewis Creek,2024-07-05,2024-07-08,3,-2.2537757849521336,-2.1479494955522815,-2.032932983181503,-2.238646860248237,-0.015128924703896818,Summer,2024
Lewis Creek,2024-07-05,2024-07-09,4,-2.277005923002143,-2.1937072678359324,-2.0496057497716045,-2.2537757849521336,-0.023230138050009508,Summer,2024
Lewis Creek,2024-07-05,2024-07-10,5,-2.2402175472474677,-2.2247086713500344,-2.0639100340403793,-2.277005923002143,0.03678837575467542,Summer,2024
Lewis Creek,2024-07-05,2024-07-11,6,-2.250567859789928,-2.2388396012309713,-2.0769701938695095,-2.2402175472474677,-0.010350312542460216,Summer,2024
Lewis Creek,2024-07-05,2024-07-12,7,-2.272547503904018,-2.24514833921,-2.08835148803,-2.250567859789928,-0.021979644114090036,Summer,2024
Lewis Creek,2024-07-05,2024-07-13,8,-2.0704664662228054,-2.252493500729818,-2.0905492758028887,-2.272547503904018,0.20208103768121255,Summer,2024
Lewis Creek,2024-07-06,2024-07-06,0,-2.2409296402700605,-2.051762174673687,-2.0246267650690934,-2.2522741185523865,0.011344478282325987,Summer,2024
Lewis Creek,2024-07-06,2024-07-07,1,-2.229647224187824,-2.0813295471545854,-2.013698699879624,-2.2409296402700605,0.01128241608223668,Summer,2024
Lewis Creek,2024-07-06,2024-07-08,2,-2.255320788015085,-2.1520037417711304,-2.0338484581341465,-2.229647224187824,-0.02567356382726116,Summer,2024
Lewis Creek,2024-07-06,2024-07-09,3,-2.2767776323171294,-2.19798222877806,-2.05057106353273,-2.255320788015085,-0.02145684430204442,Summer,2024
Lewis Creek,2024-07-06,2024-07-10,4,-2.2347448170902435,-2.2289510193371602,-2.0648679835858594,-2.2767776323171294,0.042032815226885845,Summer,2024
Lewis Creek,2024-07-06,2024-07-11,5,-2.2693666700035235,-2.2423001306242076,-2.0777516037324983,-2.2347448170902435,-0.034621852913280016,Summer,2024
Lewis Creek,2024-07-06,2024-07-12,6,-2.2840850913097257,-2.2512944129194645,-2.089739311125685,-2.2693666700035235,-0.014718421306202156,Summer,2024
Lewis Creek,2024-07-06,2024-07-13,7,-2.289544681753811,-2.2558388375990845,-2.084810545155946,-2.2840850913097257,-0.005459590444085283,Summer,2024
Lewis Creek,2024-07-06,2024-07-14,8,-2.292315215839162,-2.2627838435253347,-2.0981368534952183,-2.289544681753811,-0.002770534085350995,Summer,2024
Lewis Creek,2024-07-07,2024-07-07,0,-1.9693854019152606,-2.026637958883964,-2.0013489863991607,-1.8580885223757089,-0.1112968795395517,Summer,2024
Lewis Creek,2024-07-07,2024-07-08,1,-2.195263299715351,-2.060131893175857,-2.01310320199973,-1.9693854019152606,-0.22587789780009038,Summer,2024
Lewis Creek,2024-07-07,2024-07-09,2,-2.1926464208864123,-2.0975307389971105,-2.027888469066064,-2.195263299715351,0.0026168788289386846,Summer,2024
Lewis Creek,2024-07-07,2024-07-10,3,-2.146973555127623,-2.116480785066108,-2.039471479073041,-2.1926464208864123,0.04567286575878926,Summer,2024
Lewis Creek,2024-07-07,2024-07-11,4,-1.3201011556427367,-2.1172911446442098,-2.049523768188628,-2.146973555127623,0.8268723994848863,Summer,2024
Lewis Creek,2024-07-07,2024-07-12,5,-1.4169347356143447,-1.9906760677450683,-2.030890007376628,-1.3201011556427367,-0.09683357997160802,Summer,2024
Lewis Creek,2024-07-07,2024-07-13,6,-1.4126695716108386,-1.871341870182491,-1.997988649287683,-1.4169347356143447,0.004265164003506072,Summer,2024
Lewis Creek,2024-07-07,2024-07-14,7,-1.3563196326532654,-1.8077105915017952,-1.9636895135045842,-1.4126695716108386,0.05634993895757323,Summer,2024
Lewis Creek,2024-07-07,2024-07-15,8,-1.6045589988677473,-1.7201297673215101,-1.9522382424007785,-1.3563196326532654,-0.24823936621448195,Summer,2024
Lewis Creek,2024-07-08,2024-07-08,0,-1.9538541932976203,-1.9928801494514887,-1.9979173243845498,-1.4986231958446838,-0.4552309974529365,Summer,2024
Lewis Creek,2024-07-08,2024-07-09,1,-2.111518661765861,-1.9957919800702093,-2.00491520092128,-1.9538541932976203,-0.15766446846824067,Summer,2024
Lewis Creek,2024-07-08,2024-07-10,2,-2.10384551722578,-2.003152346264842,-2.0138811864404973,-2.111518661765861,0.007673144540080834,Summer,2024
Lewis Creek,2024-07-08,2024-07-11,3,-1.1042671996051827,-1.9978015575712522,-2.0225422485269924,-2.10384551722578,0.9995783176205975,Summer,2024
Lewis Creek,2024-07-08,2024-07-12,4,-1.1041540718738756,-1.840353058381032,-1.9969461020363617,-1.1042671996051827,1.1312773130711662e-4,Summer,2024
Lewis Creek,2024-07-08,2024-07-13,5,-1.4634891737798217,-1.6763359088555303,-1.953955045117079,-1.1041540718738756,-0.3593351019059461,Summer,2024
Lewis Creek,2024-07-08,2024-07-14,6,-1.6863770109420786,-1.6199645733418322,-1.9212952513394312,-1.4634891737798217,-0.2228878371622569,Summer,2024
Lewis Creek,2024-07-08,2024-07-15,7,-1.699587376755244,-1.6467865469271743,-1.9159492657880854,-1.6863770109420786,-0.013210365813165481,Summer,2024
Lewis Creek,2024-07-08,2024-07-16,8,-1.8460705275925693,-1.610462715992549,-1.9018291655847954,-1.699587376755244,-0.14648315083732522,Summer,2024
Lewis Creek,2024-07-09,2024-07-09,0,-2.044019936972289,-1.975447769061724,-2.0003213468225898,-1.811444716238223,-0.2325752207340661,Summer,2024
Lewis Creek,2024-07-09,2024-07-10,1,-2.0883763748285604,-1.9731654602858466,-2.0071099541226594,-2.044019936972289,-0.0443564378562713,Summer,2024
Lewis Creek,2024-07-09,2024-07-11,2,-1.3314315249709545,-1.9656047941069397,-2.015272011615696,-2.0883763748285604,0.7569448498576059,Summer,2024
Lewis Creek,2024-07-09,2024-07-12,3,-1.2725955354839575,-1.8406083413975438,-1.9970037465884771,-1.3314315249709545,0.058835989486996976,Summer,2024
Lewis Creek,2024-07-09,2024-07-13,4,-1.5580920995591787,-1.7006542581020538,-1.9594462852695198,-1.2725955354839575,-0.28549656407522117,Summer,2024
Lewis Creek,2024-07-09,2024-07-14,5,-1.6223527518279497,-1.657797626271121,-1.929838198775077,-1.5580920995591787,-0.06426065226877098,Summer,2024
Lewis Creek,2024-07-09,2024-07-15,6,-1.6448105279485448,-1.6754732771258734,-1.9224269145426305,-1.6223527518279497,-0.022457776120595074,Summer,2024
Lewis Creek,2024-07-09,2024-07-16,7,-1.7516736426217936,-1.6516683930844906,-1.902873503353332,-1.6448105279485448,-0.10686311467324883,Summer,2024
Lewis Creek,2024-07-09,2024-07-17,8,-1.7243820840299944,-1.6099046367487055,-1.8891416866150965,-1.7516736426217936,0.027291558591799214,Summer,2024
Lewis Creek,2024-07-10,2024-07-10,0,-1.8779546241172511,-1.9366159512648389,-1.998856839182432,-1.788173373825235,-0.08978125029201611,Summer,2024
Lewis Creek,2024-07-10,2024-07-11,1,-1.2469384319906132,-1.8989950349843163,-2.000231098265426,-1.8779546241172511,0.631016192126638,Summer,2024
Lewis Creek,2024-07-10,2024-07-12,2,-1.312548452532531,-1.761928140420586,-1.9792372495936803,-1.2469384319906132,-0.06561002054191789,Summer,2024
Lewis Creek,2024-07-10,2024-07-13,3,-1.6025610699955681,-1.6276816167034638,-1.9429685920504833,-1.312548452532531,-0.2900126174630371,Summer,2024
Lewis Creek,2024-07-10,2024-07-14,4,-1.6697888302606931,-1.5911776949348722,-1.9147949884733435,-1.6025610699955681,-0.067227760265125,Summer,2024
Lewis Creek,2024-07-10,2024-07-15,5,-1.7782357395882242,-1.6156299284228735,-1.9089139003193725,-1.6697888302606931,-0.1084469093275311,Summer,2024
Lewis Creek,2024-07-10,2024-07-16,6,-1.8437697081681659,-1.6108857889014452,-1.893664528215225,-1.7782357395882242,-0.06553396857994165,Summer,2024
Lewis Creek,2024-07-10,2024-07-17,7,-1.8271851834321955,-1.6188281223790066,-1.853526959471541,-1.8437697081681659,0.016584524735970385,Summer,2024
Lewis Creek,2024-07-10,2024-07-18,8,-1.8790373714309527,-1.6115753451382844,-1.8667335943643493,-1.8271851834321955,-0.05185218799875724,Summer,2024
Lewis Creek,2024-07-11,2024-07-11,0,-0.8245784589972662,-1.7704968470961118,-1.9712153784197024,-0.9784673088998196,0.15388884990255336,Summer,2024
Lewis Creek,2024-07-11,2024-07-12,1,-0.9971735041997554,-1.5730928135333317,-1.9365970144901068,-0.8245784589972662,-0.17259504520248914,Summer,2024
Lewis Creek,2024-07-11,2024-07-13,2,-1.3626146160374446,-1.3937927257686702,-1.8901549715168202,-0.9971735041997554,-0.36544111183768924,Summer,2024
Lewis Creek,2024-07-11,2024-07-14,3,-1.5925948334541642,-1.3230107391489183,-1.8542411597474828,-1.3626146160374446,-0.2299802174167196,Summer,2024
Lewis Creek,2024-07-11,2024-07-15,4,-1.7559521033770318,-1.3364352588074153,-1.845869942664269,-1.5925948334541642,-0.1633572699228676,Summer,2024
Lewis Creek,2024-07-11,2024-07-16,5,-1.6570516420052592,-1.328507742684388,-1.8299017435855667,-1.7559521033770318,0.09890046137177255,Summer,2024
Lewis Creek,2024-07-11,2024-07-17,6,-1.7645761815996253,-1.309776066710106,-1.7837410114172731,-1.6570516420052592,-0.10752453959436603,Summer,2024
Lewis Creek,2024-07-11,2024-07-18,7,-1.7479515923024251,-1.4220773342386495,-1.7466096358270096,-1.7645761815996253,0.01662458929720012,Summer,2024
Lewis Creek,2024-07-11,2024-07-19,8,-1.8338007985272617,-1.5539877818536723,-1.7730770238496385,-1.7479515923024251,-0.0858492062248366,Summer,2024
Lewis Creek,2024-07-12,2024-07-12,0,-0.7112943699170823,-1.5079907867082505,-1.921896556819927,-0.36886427122169607,-0.3424300986953862,Summer,2024
Lewis Creek,2024-07-12,2024-07-13,1,-1.0986750003562538,-1.2878508226174927,-1.866232606289135,-0.7112943699170823,-0.3873806304391715,Summer,2024
Lewis Creek,2024-07-12,2024-07-14,2,-1.3766001990482168,-1.1793631766147135,-1.8218046133687915,-1.0986750003562538,-0.2779251986919631,Summer,2024
Lewis Creek,2024-07-12,2024-07-15,3,-1.5867428575016487,-1.1619313199295038,-1.8064658274337728,-1.3766001990482168,-0.21014265845343183,Summer,2024
Lewis Creek,2024-07-12,2024-07-16,4,-1.5108746954351309,-1.1298310543957075,-1.785039265584897,-1.5867428575016487,0.07586816206651781,Summer,2024
Lewis Creek,2024-07-12,2024-07-17,5,-1.609404137972153,-1.0902169574828355,-1.7341631480433732,-1.5108746954351309,-0.09852944253702223,Summer,2024
Lewis Creek,2024-07-12,2024-07-18,6,-1.692471074206836,-1.1803507902074546,-1.6920262226586753,-1.609404137972153,-0.08306693623468298,Summer,2024
Lewis Creek,2024-07-12,2024-07-19,7,-1.8071476240009283,-1.369437476348189,-1.6885549237927564,-1.692471074206836,-0.11467654979409225,Summer,2024
Lewis Creek,2024-07-12,2024-07-20,8,-1.8700881207084696,-1.5259879412173096,-1.6965725131005243,-1.8071476240009283,-0.06294049670754132,Summer,2024
Lewis Creek,2024-07-13,2024-07-13,0,-1.0611499943339917,-1.314874233829373,-1.872334666885366,-0.9004582484002457,-0.16069174593374602,Summer,2024
Lewis Creek,2024-07-13,2024-07-14,1,-1.3180037410185352,-1.2010258726805565,-1.8266961898997882,-1.0611499943339917,-0.2568537466845435,Summer,2024
Lewis Creek,2024-07-13,2024-07-15,2,-1.5602895690579481,-1.1752230934196781,-1.8094671956412316,-1.3180037410185352,-0.2422858280394129,Summer,2024
Lewis Creek,2024-07-13,2024-07-16,3,-1.6450835749003496,-1.1393437866796388,-1.787187301907075,-1.5602895690579481,-0.08479400584240149,Summer,2024
Lewis Creek,2024-07-13,2024-07-17,4,-1.6878373930564172,-1.1189023868332266,-1.7406405030579777,-1.6450835749003496,-0.0427538181560676,Summer,2024
Lewis Creek,2024-07-13,2024-07-18,5,-1.616749765884601,-1.220240970284169,-1.701033682675998,-1.6878373930564172,0.07108762717181616,Summer,2024
Lewis Creek,2024-07-13,2024-07-19,6,-1.7677278500269566,-1.3985103266645842,-1.6951197609609747,-1.616749765884601,-0.15097808414235558,Summer,2024
Lewis Creek,2024-07-13,2024-07-20,7,-1.8411146840376174,-1.5224059840398285,-1.6820796203443986,-1.7677278500269566,-0.0733868340106607,Summer,2024
Lewis Creek,2024-07-13,2024-07-21,8,-1.8873362446218667,-1.6338295111403465,-1.6884827312267348,-1.8411146840376174,-0.04622156058424931,Summer,2024
Lewis Creek,2024-07-14,2024-07-14,0,-1.20430255885236,-1.204176253407105,-1.82740756619288,-1.0832026594198325,-0.12109989943252741,Summer,2024
Lewis Creek,2024-07-14,2024-07-15,1,-1.4975104374642942,-1.1621304481224874,-1.8065107918644465,-1.20430255885236,-0.2932078786119343,Summer,2024
Lewis Creek,2024-07-14,2024-07-16,2,-1.5330023319227883,-1.117282694011926,-1.7822057648530754,-1.4975104374642942,-0.0354918944584941,Summer,2024
Lewis Creek,2024-07-14,2024-07-17,3,-1.5805321011594022,-1.0808296880258623,-1.73204344203696,-1.5330023319227883,-0.047529769236613895,Summer,2024
Lewis Creek,2024-07-14,2024-07-18,4,-1.5748790541396427,-1.1668389440629456,-1.6889751606260444,-1.5805321011594022,0.0056530470197595495,Summer,2024
Lewis Creek,2024-07-14,2024-07-19,5,-1.7501606272191563,-1.3391267701940808,-1.6817105707902158,-1.5748790541396427,-0.17528157307951364,Summer,2024
Lewis Creek,2024-07-14,2024-07-20,6,-1.828636469725479,-1.460512824311068,-1.6681037455669365,-1.7501606272191563,-0.07847584250632278,Summer,2024
Lewis Creek,2024-07-14,2024-07-21,7,-1.883997641516133,-1.567003368640446,-1.6567587829981947,-1.828636469725479,-0.05536117179065392,Summer,2024
Lewis Creek,2024-07-14,2024-07-22,8,-1.918898345026211,-1.6641026661638423,-1.666272367161618,-1.883997641516133,-0.0349007035100779,Summer,2024
Lewis Creek,2024-07-15,2024-07-15,0,-1.4763038473809007,-1.1544830352229298,-1.8047839566935786,-1.1507706685554568,-0.32553317882544386,Summer,2024
Lewis Creek,2024-07-15,2024-07-16,1,-1.62316273142605,-1.1066057682433124,-1.7797948461311304,-1.4763038473809007,-0.14685888404514924,Summer,2024
Lewis Creek,2024-07-15,2024-07-17,2,-1.5673336357362508,-1.083032819329143,-1.7325409232989912,-1.62316273142605,0.0558290956897991,Summer,2024
Lewis Creek,2024-07-15,2024-07-18,3,-1.4498184850672535,-1.1671565803057762,-1.6890468849389415,-1.5673336357362508,0.11751515066899731,Summer,2024
Lewis Creek,2024-07-15,2024-07-19,4,-1.6582379492847599,-1.3215786108551415,-1.6777480831975522,-1.4498184850672535,-0.20841946421750634,Summer,2024
Lewis Creek,2024-07-15,2024-07-20,5,-1.7685680408130986,-1.4298328538386436,-1.6611760102989697,-1.6582379492847599,-0.11033009152833873,Summer,2024
Lewis Creek,2024-07-15,2024-07-21,6,-1.8358735118170795,-1.5277421940376814,-1.6478933564749898,-1.7685680408130986,-0.06730547100398088,Summer,2024
Lewis Creek,2024-07-15,2024-07-22,7,-1.878672187905628,-1.625614028789342,-1.6452324682622614,-1.8358735118170795,-0.04279867608854859,Summer,2024
Lewis Creek,2024-07-15,2024-07-23,8,-1.9153091140027672,-1.6830952202928744,-1.6450052690489434,-1.878672187905628,-0.03663692609713909,Summer,2024
Little Otter Creek,2024-06-15,2024-06-15,0,-2.4392923318996633,-2.231458790359246,-2.2418968564079935,-2.412538652642335,-0.02675367925732841,Summer,2024
Little Otter Creek,2024-06-15,2024-06-16,1,-2.4553250568679976,-2.3048579331176686,-2.263804106153253,-2.4392923318996633,-0.0160327249683343,Summer,2024
Little Otter Creek,2024-06-15,2024-06-17,2,-2.475755701836642,-2.352576808889883,-2.277746250215908,-2.4553250568679976,-0.02043064496864444,Summer,2024
Little Otter Creek,2024-06-15,2024-06-18,3,-2.5000880731384956,-2.394456780288519,-2.289348490652009,-2.475755701836642,-0.024332371301853506,Summer,2024
Little Otter Creek,2024-06-15,2024-06-19,4,-2.528749380480826,-2.4281019790166014,-2.2987804224766126,-2.5000880731384956,-0.0286613073423303,Summer,2024
Little Otter Creek,2024-06-15,2024-06-20,5,-2.559436686763484,-2.456168497872341,-2.306587614112629,-2.528749380480826,-0.030687306282658255,Summer,2024
Little Otter Creek,2024-06-15,2024-06-21,6,-2.590627060249799,-2.481597983375635,-2.314509131275421,-2.559436686763484,-0.031190373486314815,Summer,2024
Little Otter Creek,2024-06-15,2024-06-22,7,-2.620300941183512,-2.5070391844624154,-2.340115735025896,-2.590627060249799,-0.029673880933712926,Summer,2024
Little Otter Creek,2024-06-15,2024-06-23,8,-2.6363315848390805,-2.5328975572172507,-2.3545852576596547,-2.620300941183512,-0.01603064365556861,Summer,2024
Little Otter Creek,2024-06-16,2024-06-16,0,-2.4755197694697317,-2.3081901024156672,-2.264556531478607,-2.4626175169856523,-0.01290225248407939,Summer,2024
Little Otter Creek,2024-06-16,2024-06-17,1,-2.476916019640844,-2.358793937130986,-2.279150117883254,-2.4755197694697317,-0.0013962501711124453,Summer,2024
Little Otter Creek,2024-06-16,2024-06-18,2,-2.5017683812657894,-2.400839668215937,-2.290789787925942,-2.476916019640844,-0.024852361624945196,Summer,2024
Little Otter Creek,2024-06-16,2024-06-19,3,-2.5304753762424173,-2.434724910962204,-2.300275923238523,-2.5017683812657894,-0.028706994976627875,Summer,2024
Little Otter Creek,2024-06-16,2024-06-20,4,-2.561809481366747,-2.4630380006410286,-2.3081387921571714,-2.5304753762424173,-0.03133410512432988,Summer,2024
Little Otter Creek,2024-06-16,2024-06-21,5,-2.5924583532893672,-2.488806456801931,-2.316136851081359,-2.561809481366747,-0.030648871922620113,Summer,2024
Little Otter Creek,2024-06-16,2024-06-22,6,-2.6218349499750864,-2.5145092711800783,-2.3418025288008524,-2.5924583532893672,-0.029376596685719125,Summer,2024
Little Otter Creek,2024-06-16,2024-06-23,7,-2.649050542192582,-2.537254618749998,-2.3619013119201138,-2.6218349499750864,-0.027215592217495477,Summer,2024
Little Otter Creek,2024-06-16,2024-06-24,8,-2.6625281368870612,-2.562044729138976,-2.368886255387552,-2.649050542192582,-0.0134775946944794,Summer,2024
Little Otter Creek,2024-06-17,2024-06-17,0,-2.512961532862541,-2.3662280163379767,-2.2808287809299936,-2.527558323918667,0.01459679105612599,Summer,2024
Little Otter Creek,2024-06-17,2024-06-18,1,-2.502675862602941,-2.413423106454599,-2.2936312094637046,-2.512961532862541,0.010285670259599922,Summer,2024
Little Otter Creek,2024-06-17,2024-06-19,2,-2.5316529838213246,-2.4474379893918874,-2.303146618367806,-2.502675862602941,-0.028977121218383584,Summer,2024
Little Otter Creek,2024-06-17,2024-06-20,3,-2.5633737029565524,-2.4759193087248414,-2.31104747462771,-2.5316529838213246,-0.03172071913522778,Summer,2024
